time,steps,mode_amplitude,rho_min,rho_max,finite_positive_state
0.0,0,0.009340096716725638,1.0,1.0,True
0.25,407,0.008054597961690552,0.9965091153603556,1.0006020717515636,True
0.5,814,0.012324238605753261,0.994614185672719,1.000868445217459,True
0.75,1221,0.02129305217167057,0.9933458505286091,1.0014888602745422,True
1.0,1629,0.04174590369280751,0.9905527875446195,1.002975632820008,True
