time,steps,mode_amplitude,rho_min,rho_max,finite_positive_state
0.0,0,0.009340886614551682,1.0,1.0,True
0.25,814,0.008292347745687207,0.9981784258702961,1.0004246947401607,True
0.5,1628,0.013993863045988125,0.9962562257210464,1.000910521074179,True
0.75,2443,0.02830593762665895,0.9945195487173171,1.0018744699871445,True
1.0,3259,0.06385375495015984,0.9898120092745089,1.004614238462936,True
