variant,precision,opt,fastmath,riemann,solver,profile,case,subdir,nx,ny,t_end,finite,rc,steps,divB_mean,divB_max,walltime_s,dx,dy,symmetry_residual_rho,is_reference,L1_rho,L2_rho,Linf_rho,L1_By,L2_By,Linf_By,L1_p,L2_p,Linf_p,L1_vx,L2_vx,Linf_vx
cpu-double-O2-ieee-leq,double,O2,False,leq,hll,headline,orszag_tang.cfg,headline256,256,256,0.5,True,0,806,0.1225,3.72,27.18837170000188,0.00390625,0.00390625,6.396578710446008e-15,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cpu-double-O2-ieee-strict,double,O2,False,strict,hll,headline,orszag_tang.cfg,headline256,256,256,0.5,True,0,806,0.1225,3.72,27.37606310006231,0.00390625,0.00390625,6.396578710446008e-15,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cpu-double-Ofast-ieee-leq,double,Ofast,False,leq,hll,headline,orszag_tang.cfg,headline256,256,256,0.5,True,0,806,0.1225,3.72,28.435362699907273,0.00390625,0.00390625,4.992451676445663e-15,False,4.4064751847372463e-13,3.912249055995273e-14,2.2648549702353193e-14,1.5296562377578178e-13,1.428241314659701e-14,8.382183835919932e-15,3.907913489337167e-13,3.549169907580651e-14,1.865174681370263e-14,1.2409507110355424e-13,1.125429880147305e-14,5.218048215738236e-15
cpu-double-Ofast-ieee-strict,double,Ofast,False,strict,hll,headline,orszag_tang.cfg,headline256,256,256,0.5,True,0,806,0.1225,3.72,28.291941199917346,0.00390625,0.00390625,4.992451676445663e-15,False,4.4064751847372463e-13,3.912249055995273e-14,2.2648549702353193e-14,1.5296562377578178e-13,1.428241314659701e-14,8.382183835919932e-15,3.907913489337167e-13,3.549169907580651e-14,1.865174681370263e-14,1.2409507110355424e-13,1.125429880147305e-14,5.218048215738236e-15
cpu-float-O2-ieee-leq,float,O2,False,leq,hll,headline,orszag_tang.cfg,headline256,256,256,0.5,True,0,806,0.1225,3.72,22.610068100038916,0.00390625,0.00390625,2.261504651077473e-06,False,0.00020213194643998837,1.7952218418751168e-05,9.886709070094923e-06,8.382724998946467e-05,7.185310596428531e-06,4.9307928153830005e-06,0.0001945014345399107,1.8277522613774784e-05,1.3358560977394518e-05,6.002379873304049e-05,5.537826750528536e-06,5.125171437914133e-06
cpu-float-O2-ieee-strict,float,O2,False,strict,hll,headline,orszag_tang.cfg,headline256,256,256,0.5,True,0,806,0.1225,3.72,22.52611649991013,0.00390625,0.00390625,2.261504651077473e-06,False,0.00020213194643998837,1.7952218418751168e-05,9.886709070094923e-06,8.382724998946467e-05,7.185310596428531e-06,4.9307928153830005e-06,0.0001945014345399107,1.8277522613774784e-05,1.3358560977394518e-05,6.002379873304049e-05,5.537826750528536e-06,5.125171437914133e-06
cpu-float-Ofast-ieee-leq,float,Ofast,False,leq,hll,headline,orszag_tang.cfg,headline256,256,256,0.5,True,0,806,0.1225,3.72,23.909954800037667,0.00390625,0.00390625,2.8059407209424944e-06,False,0.00022067494123718945,2.1758650035592218e-05,1.6856194211545272e-05,9.409965673661292e-05,9.277037570293862e-06,7.513932155311931e-06,0.00022251899728077825,2.1512586456754138e-05,1.2872747149117458e-05,6.589007426686374e-05,6.4477269171476245e-06,4.02862289650141e-06
cpu-float-Ofast-ieee-strict,float,Ofast,False,strict,hll,headline,orszag_tang.cfg,headline256,256,256,0.5,True,0,806,0.1225,3.72,24.12741980003193,0.00390625,0.00390625,2.8059407209424944e-06,False,0.00022067494123718945,2.1758650035592218e-05,1.6856194211545272e-05,9.409965673661292e-05,9.277037570293862e-06,7.513932155311931e-06,0.00022251899728077825,2.1512586456754138e-05,1.2872747149117458e-05,6.589007426686374e-05,6.4477269171476245e-06,4.02862289650141e-06
