time,steps,mode_amplitude,rho_min,rho_max,finite_positive_state
0.0,0,0.009336884092580981,1.0,1.0,True
0.25,204,0.007407688640640786,0.9930862593039422,1.001164173672686,True
0.5,407,0.009209796348259814,0.9910784418392865,1.0017077088569244,True
0.75,611,0.011202524112077996,0.9901662967148399,1.002463190543458,True
1.0,814,0.01705077776274082,0.9888218809838928,1.0024588456444898,True
