name,riemann,glm_cr,returncode,reused,elapsed_wall_s,t,steps,divB_mean,divB_max,finite_rho,rho_min,rho_max,grid_status,grid,metadata,error,diagnostics_line
hll_glm0.18,hll,0.18,0,False,1.6512714000418782,0.1,76,0.05161,1.173,True,1.8844265965336224,6.674188779484998,read,C:\Users\tangy\Desktop\floatpoint\experiments\week13\hlld_divb_followup\t010\runs\hll_glm0.18\grid.bin,C:\Users\tangy\Desktop\floatpoint\experiments\week13\hlld_divb_followup\t010\runs\hll_glm0.18\metadata.json,,[mhd] t=0.100000 steps=76 divB_mean=5.161e-02 divB_max=1.173e+00
hlld_glm0.18,hlld,0.18,0,False,1.8218672000803053,0.1,76,0.05177,1.085,True,1.879784046331018,7.047026942123385,read,C:\Users\tangy\Desktop\floatpoint\experiments\week13\hlld_divb_followup\t010\runs\hlld_glm0.18\grid.bin,C:\Users\tangy\Desktop\floatpoint\experiments\week13\hlld_divb_followup\t010\runs\hlld_glm0.18\metadata.json,,[mhd] t=0.100000 steps=76 divB_mean=5.177e-02 divB_max=1.085e+00
