name,riemann,glm_cr,returncode,reused,elapsed_wall_s,t,steps,divB_mean,divB_max,finite_rho,rho_min,rho_max,grid_status,grid,metadata,error,diagnostics_line
hll_glm0.18,hll,0.18,0,False,6.5768137000268325,0.75,596,0.1233,3.36,True,1.64977625932598,4.883614416380445,read,C:\Users\tangy\Desktop\floatpoint\experiments\week13\hlld_divb_followup\t075\runs\hll_glm0.18\grid.bin,C:\Users\tangy\Desktop\floatpoint\experiments\week13\hlld_divb_followup\t075\runs\hll_glm0.18\metadata.json,,[mhd] t=0.750000 steps=596 divB_mean=1.233e-01 divB_max=3.360e+00
hlld_glm0.18,hlld,0.18,0,False,6.162922500050627,0.75,611,0.3026,15.91,True,1.304048591640046,5.745583820529407,read,C:\Users\tangy\Desktop\floatpoint\experiments\week13\hlld_divb_followup\t075\runs\hlld_glm0.18\grid.bin,C:\Users\tangy\Desktop\floatpoint\experiments\week13\hlld_divb_followup\t075\runs\hlld_glm0.18\metadata.json,,[mhd] t=0.750000 steps=611 divB_mean=3.026e-01 divB_max=1.591e+01
