precision,sigma_fp_l1_hllc,sigma_fp_l1_rusanov,sigma_ratio_hllc_over_rusanov,mu_trunc_l1_hllc,mu_trunc_l1_rusanov,trunc_penalty_mu_rusanov_over_hllc,E_trunc_hllc,E_trunc_rusanov,trunc_penalty_E_rusanov_over_hllc,s_worst_q05_hllc,s_worst_q05_rusanov,s_worst_q05_delta_rusanov_minus_hllc
p53,5.216e-11,2.278e-11,2.2897278314310796,277.32762569251946,418.001343283756,1.5072474018409014,0.007405446044089791,0.01116183930942732,1.5072474018409014,1.5421710209890422,1.230191183078682,-0.3119798379103602
p24-real-float,0.029555220848920056,0.008199457116739133,3.60453386463639,277.32762569251946,418.001343283756,1.5072474018409014,0.007405446044089791,0.01116183930942732,1.5072474018409014,1.542167573490249,1.2301861890514545,-0.3119813844387944
