name,riemann,glm_cr,returncode,reused,elapsed_wall_s,t,steps,divB_mean,divB_max,finite_rho,rho_min,rho_max,grid_status,grid,metadata,error,diagnostics_line
hll_glm0.18,hll,0.18,0,False,6.892379499971867,1.0,803,0.09361,0.8427,True,1.1604937366295587,4.09833453142312,read,C:\Users\tangy\Desktop\floatpoint\experiments\week13\hlld_divb_followup\t100\runs\hll_glm0.18\grid.bin,C:\Users\tangy\Desktop\floatpoint\experiments\week13\hlld_divb_followup\t100\runs\hll_glm0.18\metadata.json,,[mhd] t=1.000000 steps=803 divB_mean=9.361e-02 divB_max=8.427e-01
hlld_glm0.18,hlld,0.18,0,False,7.988320500007831,1.0,835,0.3258,9.948,True,0.837919267054143,4.375974623339134,read,C:\Users\tangy\Desktop\floatpoint\experiments\week13\hlld_divb_followup\t100\runs\hlld_glm0.18\grid.bin,C:\Users\tangy\Desktop\floatpoint\experiments\week13\hlld_divb_followup\t100\runs\hlld_glm0.18\metadata.json,,[mhd] t=1.000000 steps=835 divB_mean=3.258e-01 divB_max=9.948e+00
